season,cfbd_id,player,position,team,conference,average_ppa_all,average_ppa_pass,average_ppa_rush,average_ppa_first_down,average_ppa_second_down,average_ppa_third_down,average_ppa_standard_downs,average_ppa_passing_downs,total_ppa_all,total_ppa_pass,total_ppa_rush,total_ppa_first_down,total_ppa_second_down,total_ppa_third_down,total_ppa_standard_downs,total_ppa_passing_downs,normalized_name,canonical_school
2021,4250842,Kohen Granier,QB,Nicholls,,0.058,-0.05,0.381,0.381,-1.227,0.539,0.251,-0.52,0.231,-0.15,0.381,0.381,-1.227,1.078,0.752,-0.52,kohen granier,Nicholls
2022,4250842,Kohen Granier,QB,Nicholls,,0.166,0.139,0.463,-0.013,0.342,0.289,-0.005,0.387,39.625,30.374,9.251,-1.201,28.354,16.186,-0.607,40.232,kohen granier,Nicholls
2014,545334,Kolney Cassel,QB,SMU,AAC,0.059,0.059,,-0.309,0.177,0.441,-0.372,0.401,2.54,2.54,0.0,-4.325,2.297,5.733,-7.076,9.617,kolney cassel,SMU
2015,545334,Kolney Cassel,QB,Sacramento State,,-0.517,0.542,-3.692,,0.19,-0.752,,-0.517,-2.067,1.626,-3.692,0.0,0.19,-2.257,0.0,-2.067,kolney cassel,Sacramento State
2018,545334,Kolney Cassel,QB,Hawai'i,MWC,0.882,0.882,,0.882,,,0.882,,0.882,0.882,0.0,0.882,0.0,0.0,0.882,0.0,kolney cassel,Hawaii
2015,3932342,Koy Detmer Jr.,QB,BYU,Ind,0.289,1.253,-2.606,0.081,,0.496,0.081,0.496,1.154,3.76,-2.606,0.162,0.0,0.992,0.162,0.992,koy detmer,BYU
2017,3932342,Koy Detmer Jr.,QB,BYU,Ind,-0.199,-0.161,-0.926,-0.225,-0.403,0.581,-0.134,-0.297,-3.982,-3.056,-0.926,-1.574,-2.822,2.325,-1.608,-2.374,koy detmer,BYU
2022,4570905,Kris Brown,QB,Montana,,0.003,-0.027,0.119,0.019,0.345,0.242,0.053,-0.073,0.146,-0.93,1.075,0.289,4.138,3.15,1.386,-1.241,kris brown,Montana
2025,5212610,Ksaan Farrar,QB,UConn,Ind,-0.077,-0.057,-0.135,0.154,-0.09,-0.107,0.181,-0.452,-2.086,-1.138,-0.948,1.235,-0.896,-0.748,2.891,-4.976,ksaan farrar,UConn
2014,545645,Kurt Benkert,QB,East Carolina,AAC,-0.178,-0.088,-0.36,-0.464,1.296,-2.722,0.084,-3.857,-2.677,-0.876,-1.801,-3.715,6.481,-5.443,1.18,-3.857,kurt benkert,East Carolina
2016,545645,Kurt Benkert,QB,Virginia,ACC,0.088,0.089,0.074,-0.085,0.023,0.395,0.071,0.112,40.756,38.471,2.285,-16.227,3.411,45.807,20.011,20.746,kurt benkert,Virginia
2017,545645,Kurt Benkert,QB,Virginia,ACC,0.104,0.104,0.101,-0.112,0.107,0.434,-0.009,0.285,59.807,55.669,4.138,-24.258,20.3,66.017,-3.269,63.076,kurt benkert,Virginia
2015,551230,Kurt Palandech,QB,UNLV,MWC,0.089,-0.032,0.43,-0.205,0.29,0.264,-0.128,0.305,20.72,-5.505,26.225,-14.988,22.6,19.803,-14.938,35.658,kurt palandech,UNLV
2016,551230,Kurt Palandech,QB,UNLV,MWC,0.372,0.236,0.705,0.306,0.485,0.29,0.224,0.548,53.64,24.03,29.61,15.602,21.813,12.754,17.465,36.174,kurt palandech,UNLV
2017,551230,Kurt Palandech,QB,UNLV,MWC,-0.32,-0.469,-0.121,-0.376,-0.397,-0.113,-0.322,-0.318,-11.189,-9.376,-1.813,-4.889,-5.561,-0.789,-6.109,-5.081,kurt palandech,UNLV
2019,4430431,Kurtis Rourke,QB,Ohio,MAC,-0.306,,-0.306,-0.332,-0.256,,-0.332,-0.256,-0.919,0.0,-0.919,-0.664,-0.256,0.0,-0.664,-0.256,kurtis rourke,Ohio
2020,4430431,Kurtis Rourke,QB,Ohio,MAC,0.247,0.295,0.022,0.315,-0.161,0.713,0.162,0.33,14.103,13.886,0.216,7.557,-2.905,9.987,4.524,9.579,kurtis rourke,Ohio
2021,4430431,Kurtis Rourke,QB,Ohio,MAC,0.257,0.244,0.403,0.097,0.228,0.368,0.189,0.377,80.6,63.128,21.753,13.288,22.541,26.13,37.954,42.647,kurtis rourke,Ohio
2022,4430431,Kurtis Rourke,QB,Ohio,MAC,0.506,0.516,0.44,0.284,0.639,0.873,0.361,0.749,212.645,187.978,24.666,49.45,89.462,86.414,95.008,117.636,kurtis rourke,Ohio
2023,4430431,Kurtis Rourke,QB,Ohio,MAC,0.375,0.387,0.308,0.233,0.389,0.602,0.277,0.542,133.578,116.622,16.956,35.15,42.008,55.972,62.078,71.501,kurtis rourke,Ohio
2024,4430431,Kurtis Rourke,QB,Indiana,B1G,0.506,0.544,0.028,0.358,0.475,0.869,0.434,0.631,184.75,183.99,0.761,54.815,55.558,73.894,100.784,83.967,kurtis rourke,Indiana
2021,4248150,Kurtis Wilderman,QB,Indiana State,,0.185,0.185,,0.185,,,0.185,,0.185,0.185,0.0,0.185,0.0,0.0,0.185,0.0,kurtis wilderman,Indiana State
2017,4039275,Kwadra Griggs,QB,Southern Miss,CUSA,0.287,0.295,0.258,0.013,0.453,0.572,0.136,0.511,99.865,80.537,19.329,1.866,48.473,53.179,28.321,71.544,kwadra griggs,Southern Miss
2018,4039275,Kwadra Griggs,QB,Southern Miss,CUSA,-0.498,-0.498,-0.498,-0.642,-0.543,-0.165,-0.642,-0.354,-1.991,-0.995,-0.996,-1.283,-0.543,-0.165,-1.283,-0.708,kwadra griggs,Southern Miss
2015,530080,Kwashaun Quick,QB,North Carolina A&T,,0.139,0.087,0.225,-0.721,0.634,0.814,-0.238,0.544,4.043,1.564,2.479,-7.209,5.708,7.322,-3.568,7.611,kwashaun quick,North Carolina A&T
2019,4366190,Kylan Weisser,QB,Weber State,,0.183,0.183,,,0.183,,,0.183,0.183,0.183,0.0,0.0,0.183,0.0,0.0,0.183,kylan weisser,Weber State
2022,4366190,Kylan Weisser,QB,Weber State,,-0.26,-0.521,0.329,0.186,0.19,-0.051,0.265,-0.709,-3.375,-4.692,1.317,0.559,0.948,-0.152,1.589,-4.964,kylan weisser,Weber State
2023,4366190,Kylan Weisser,QB,Weber State,,0.186,0.206,0.111,0.134,0.318,0.285,0.045,0.367,24.223,21.232,2.99,6.589,12.728,9.969,3.298,20.925,kylan weisser,Weber State
2017,3909396,Kyle Akin,QB,UT Martin,,1.38,1.38,,,,-0.476,,1.38,2.759,2.759,0.0,0.0,0.0,-0.476,0.0,2.759,kyle akin,UT Martin
2014,559681,Kyle Allen,QB,Texas A&M,SEC,0.194,0.154,0.673,0.059,0.147,0.216,0.143,0.265,42.768,31.332,11.437,4.259,12.512,12.075,18.164,24.605,kyle allen,Texas A&M
2015,559681,Kyle Allen,QB,Texas A&M,SEC,0.274,0.274,0.275,0.233,0.168,0.429,0.261,0.296,94.483,82.096,12.387,33.784,16.759,41.221,57.453,37.03,kyle allen,Texas A&M
2017,559681,Kyle Allen,QB,Houston,AAC,0.193,0.24,-0.437,0.141,0.047,0.482,0.145,0.279,22.173,25.671,-3.497,6.62,1.535,16.401,10.739,11.434,kyle allen,Houston
2017,4037362,Kyle Banks,QB,Middle Tennessee,CUSA,-0.223,-0.254,-0.171,-0.637,0.285,0.617,-0.59,0.185,-4.24,-3.045,-1.195,-5.736,0.856,3.085,-5.901,1.661,kyle banks,Middle Tennessee
2014,545559,Kyle Bolin,QB,Louisville,ACC,0.44,0.433,0.534,0.203,0.117,0.917,0.274,0.659,37.829,34.622,3.206,6.698,2.927,24.759,13.444,24.385,kyle bolin,Louisville
2015,545559,Kyle Bolin,QB,Louisville,ACC,0.176,0.2,-0.411,-0.097,0.445,0.204,0.016,0.365,26.899,29.366,-2.467,-6.206,24.911,6.317,1.336,25.563,kyle bolin,Louisville
2016,545559,Kyle Bolin,QB,Louisville,ACC,0.617,0.686,-1.322,0.072,0.61,1.485,0.227,1.169,17.889,19.211,-1.322,0.791,6.706,10.392,3.858,14.031,kyle bolin,Louisville
2017,545559,Kyle Bolin,QB,Rutgers,B1G,0.118,0.138,-0.207,-0.099,-0.073,0.45,-0.033,0.291,16.469,18.126,-1.657,-4.541,-2.991,22.507,-2.453,18.922,kyle bolin,Rutgers
2015,556261,Kyle Copeland,QB,Charleston Southern,,0.172,0.099,0.231,0.251,-0.236,0.757,0.182,0.158,6.534,1.681,4.853,3.016,-3.543,6.817,4.014,2.52,kyle copeland,Charleston Southern
2022,4912062,Kyle Crum,QB,San Diego State,MWC,-0.332,-0.513,0.051,-0.232,-0.147,-0.105,-0.22,-0.475,-8.306,-8.718,0.412,-2.786,-0.44,-0.737,-3.084,-5.222,kyle crum,San Diego State
2025,4912062,Kyle Crum,QB,San Diego State,MWC,-0.042,0.071,-0.35,0.01,-0.134,-0.415,-0.237,0.237,-1.424,1.99,-1.75,0.125,-1.478,-2.902,-4.748,3.324,kyle crum,San Diego State
2016,3919543,Kyle Kearns,QB,Wake Forest,ACC,-0.345,-0.345,,-0.134,-1.015,-0.154,-0.122,-0.579,-13.437,-13.437,0.0,-2.148,-9.138,-2.15,-2.44,-10.997,kyle kearns,Wake Forest
2016,552119,Kyle Kempt,QB,Iowa State,B12,1.098,1.403,0.487,0.487,-0.274,3.08,0.487,1.403,3.293,2.806,0.487,0.487,-0.274,3.08,0.487,2.806,kyle kempt,Iowa State
2017,552119,Kyle Kempt,QB,Iowa State,B12,0.375,0.419,-0.152,0.087,0.241,0.753,0.246,0.517,102.865,106.051,-3.186,7.37,22.61,69.232,35.161,67.704,kyle kempt,Iowa State
2018,552119,Kyle Kempt,QB,Iowa State,B12,-0.14,-0.118,-0.895,-0.527,0.176,0.061,-0.472,0.174,-4.89,-3.995,-0.895,-5.799,1.935,0.732,-8.025,3.135,kyle kempt,Iowa State
2015,548643,Kyle Lauletta,QB,Richmond,,0.066,0.091,-0.054,0.016,-0.083,0.136,0.095,0.021,2.635,3.01,-0.375,0.211,-1.241,1.493,2.291,0.344,kyle lauletta,Richmond
2016,548643,Kyle Lauletta,QB,Richmond,,0.653,0.773,-0.424,0.036,0.641,1.331,0.461,0.914,26.139,27.833,-1.694,0.506,8.335,17.298,10.607,15.532,kyle lauletta,Richmond
2023,4685440,Kyle Lowe,QB,Middle Tennessee,CUSA,-0.61,-0.69,-0.583,-0.239,,-1.724,-0.61,,-2.441,-0.69,-1.75,-0.717,0.0,-1.724,-2.441,0.0,kyle lowe,Middle Tennessee
2024,4685440,Kyle Lowe,QB,Georgia State,SBC,0.126,0.059,0.192,0.402,-0.346,-0.112,-0.059,0.532,2.01,0.471,1.539,2.413,-1.385,-0.336,-0.648,2.658,kyle lowe,Georgia State
2025,4685440,Kyle Lowe,QB,SE Louisiana,,0.364,0.299,0.449,0.177,0.2,0.925,0.174,0.935,61.173,28.394,32.779,15.019,9.186,30.525,21.919,39.254,kyle lowe,SE Louisiana
2021,4433971,Kyle McCord,QB,Ohio State,B1G,0.273,0.256,0.415,0.352,0.069,0.384,0.303,0.21,12.55,10.477,2.073,7.752,0.963,3.835,9.394,3.156,kyle mccord,Ohio State
2022,4433971,Kyle McCord,QB,Ohio State,B1G,0.505,0.633,-0.351,0.098,0.815,0.5,0.423,0.58,11.609,12.664,-1.054,0.588,6.518,4.503,4.652,6.957,kyle mccord,Ohio State
2023,4433971,Kyle McCord,QB,Ohio State,B1G,0.546,0.561,0.274,0.407,0.458,0.858,0.489,0.635,203.556,198.081,5.475,55.752,56.288,90.058,111.537,92.019,kyle mccord,Ohio State
2024,4433971,Kyle McCord,QB,Syracuse,ACC,0.386,0.38,0.471,0.206,0.388,0.635,0.359,0.426,251.189,230.003,21.186,50.408,83.702,106.042,140.763,110.426,kyle mccord,Syracuse
2021,4877583,Kyle Pinnix,QB,Wofford,,2.625,,2.625,,,2.625,2.625,,2.625,0.0,2.625,0.0,0.0,2.625,2.625,0.0,kyle pinnix,Wofford
2022,4877583,Kyle Pinnix,QB,Wofford,,0.759,0.766,0.688,0.239,0.525,1.514,0.542,0.915,9.111,8.423,0.688,0.955,2.099,6.057,2.708,6.403,kyle pinnix,Wofford
2023,4877583,Kyle Pinnix,QB,Wofford,,0.96,0.96,,0.809,1.005,1.013,0.488,1.243,7.682,7.682,0.0,1.619,2.01,4.053,1.465,6.217,kyle pinnix,Wofford
2024,4877583,Kyle Pinnix,QB,Wofford,,1.83,1.83,,0.065,2.571,2.855,0.065,2.713,5.491,5.491,0.0,0.065,2.571,2.855,0.065,5.426,kyle pinnix,Wofford
2014,514617,Kyle Pohl,QB,Akron,MAC,0.02,0.024,-0.022,-0.091,0.204,0.164,-0.074,0.196,8.658,9.377,-0.719,-18.683,24.493,15.091,-20.403,29.062,kyle pohl,Akron
2015,514617,Kyle Pohl,QB,Akron,MAC,-0.033,0.053,-0.628,-0.428,0.398,0.145,-0.055,0.018,-1.041,1.471,-2.512,-5.558,2.783,1.734,-1.217,0.176,kyle pohl,Akron
2015,553532,Kyle Postma,QB,Houston,AAC,0.415,0.43,0.365,0.053,0.461,0.835,0.235,0.674,41.497,33.111,8.386,1.787,13.815,25.899,13.877,27.62,kyle postma,Houston
2016,553532,Kyle Postma,QB,Houston,AAC,0.269,0.013,1.149,-0.471,0.279,0.952,0.214,0.337,16.699,0.613,16.086,-8.001,6.142,19.034,7.275,9.425,kyle postma,Houston
2017,553532,Kyle Postma,QB,Houston,AAC,0.245,0.24,0.264,0.037,0.022,0.813,0.132,0.414,52.16,40.523,11.637,3.225,1.511,42.292,16.941,35.219,kyle postma,Houston
2015,532669,Kyle Romano,QB,Eastern Kentucky,,-0.741,-0.741,,,-1.37,-0.113,-1.37,-0.113,-1.483,-1.483,0.0,0.0,-1.37,-0.113,-1.37,-0.113,kyle romano,Eastern Kentucky
2015,3915776,Kyle Shurmur,QB,Vanderbilt,SEC,-0.018,-0.006,-0.244,-0.133,0.102,0.217,-0.168,0.132,-2.127,-0.662,-1.465,-5.982,3.045,8.251,-9.768,7.641,kyle shurmur,Vanderbilt
2016,3915776,Kyle Shurmur,QB,Vanderbilt,SEC,0.15,0.161,-0.057,-0.033,0.151,0.334,0.062,0.255,63.418,64.625,-1.207,-5.279,17.308,46.362,14.192,49.225,kyle shurmur,Vanderbilt
2017,3915776,Kyle Shurmur,QB,Vanderbilt,SEC,0.328,0.342,0.005,0.109,0.2,0.71,0.261,0.438,135.021,134.937,0.084,18.726,19.754,89.457,66.748,68.273,kyle shurmur,Vanderbilt
2018,3915776,Kyle Shurmur,QB,Vanderbilt,SEC,0.281,0.312,-0.252,0.121,0.189,0.573,0.127,0.514,124.698,130.749,-6.051,20.472,24.143,75.019,33.665,91.032,kyle shurmur,Vanderbilt
2019,4383045,Kyle Smith,QB,Bethune-Cookman,,0.159,0.159,,-0.762,,2.0,0.159,,0.476,0.476,0.0,-1.524,0.0,2.0,0.476,0.0,kyle smith,Bethune-Cookman
2014,534028,Kyle Snyder,QB,Southeast Missouri State,,0.408,0.663,-0.067,-0.045,0.071,0.705,-0.051,0.783,16.304,17.248,-0.945,-0.589,0.777,9.863,-0.926,17.23,kyle snyder,Southeast Missouri State
2020,4430867,Kyle Toole,QB,Troy,SBC,-0.118,,-0.118,-0.118,,,-0.118,,-0.236,0.0,-0.236,-0.236,0.0,0.0,-0.236,0.0,kyle toole,Troy
2021,4430867,Kyle Toole,QB,Troy,SBC,-0.112,-0.112,,,,-0.112,,-0.112,-0.112,-0.112,0.0,0.0,0.0,-0.112,0.0,-0.112,kyle toole,Troy
2018,4034946,Kyle Trask,QB,Florida,SEC,0.31,0.333,0.174,-0.137,0.335,0.769,0.244,0.38,8.363,7.666,0.697,-1.366,2.679,3.846,3.417,4.946,kyle trask,Florida
2019,4034946,Kyle Trask,QB,Florida,SEC,0.366,0.395,0.119,0.247,0.44,0.531,0.261,0.559,152.743,147.605,5.137,46.126,55.436,49.396,70.52,82.222,kyle trask,Florida
2020,4034946,Kyle Trask,QB,Florida,SEC,0.514,0.563,0.084,0.284,0.68,0.928,0.379,0.822,251.469,247.26,4.209,69.898,87.045,101.109,128.943,122.527,kyle trask,Florida
2017,4239714,Kyle Vantrease,QB,Buffalo,MAC,0.014,-0.002,0.204,-0.467,-0.077,0.593,-0.333,0.311,0.885,-0.134,1.018,-9.808,-1.459,12.455,-10.003,10.888,kyle vantrease,Buffalo
2018,4239714,Kyle Vantrease,QB,Buffalo,MAC,-0.362,-0.394,-0.074,-0.074,-0.216,-0.322,-0.217,-0.459,-3.622,-3.548,-0.074,-0.074,-0.649,-1.612,-0.867,-2.755,kyle vantrease,Buffalo
2019,4239714,Kyle Vantrease,QB,Buffalo,MAC,0.295,0.27,0.487,0.088,0.228,0.68,0.166,0.541,58.13,46.931,11.199,6.959,12.11,36.039,21.37,36.76,kyle vantrease,Buffalo
2020,4239714,Kyle Vantrease,QB,Buffalo,MAC,0.478,0.441,1.05,0.265,0.746,0.728,0.307,0.758,77.975,67.475,10.5,18.562,36.565,26.928,30.957,47.018,kyle vantrease,Buffalo
2021,4239714,Kyle Vantrease,QB,Buffalo,MAC,0.328,0.324,0.661,0.031,0.468,0.653,0.218,0.463,81.251,75.147,9.915,3.013,32.274,48.983,29.836,51.415,kyle vantrease,Buffalo
2022,4239714,Kyle Vantrease,QB,Georgia Southern,SBC,0.329,0.338,0.414,0.164,0.245,0.688,0.242,0.478,203.56,198.057,11.602,42.086,49.943,98.324,94.04,109.52,kyle vantrease,Georgia Southern
2022,4877890,Kyle Wickersham,QB,Richmond,,0.656,1.187,0.391,0.749,-0.263,1.189,0.427,0.839,5.905,3.56,2.344,0.749,-0.79,5.946,1.709,4.196,kyle wickersham,Richmond
2023,4877890,Kyle Wickersham,QB,Richmond,,0.282,0.294,0.251,0.114,0.285,0.381,0.229,0.357,70.16,52.325,17.834,9.574,26.524,25.17,33.368,36.792,kyle wickersham,Richmond
2024,4877890,Kyle Wickersham,QB,Richmond,,0.223,0.019,0.505,-0.207,0.061,0.724,0.181,0.276,19.627,0.947,18.681,-5.389,2.008,19.537,8.854,10.773,kyle wickersham,Richmond
2025,4877890,Kyle Wickersham,QB,Richmond,,0.112,0.088,0.157,-0.119,0.106,0.302,0.023,0.223,37.386,19.159,18.227,-13.382,11.453,30.188,4.214,33.171,kyle wickersham,Richmond
2015,3917315,Kyler Murray,QB,Texas A&M,SEC,0.168,0.038,0.543,-0.078,0.127,0.607,0.011,0.536,29.281,4.849,24.432,-5.297,7.485,26.08,1.387,27.894,kyler murray,Texas A&M
2017,3917315,Kyler Murray,QB,Oklahoma,B12,0.944,1.352,0.333,1.088,1.242,-0.033,1.021,0.776,33.046,28.385,4.661,19.582,13.663,-0.199,24.513,8.533,kyler murray,Oklahoma
2018,3917315,Kyler Murray,QB,Oklahoma,B12,0.712,0.722,0.68,0.499,0.762,1.067,0.611,0.912,365.338,281.029,84.31,111.179,138.594,103.528,208.471,156.867,kyler murray,Oklahoma
2017,3949979,Kylil Carter,QB,North Carolina A&T,,0.332,,0.332,-0.856,,1.52,0.332,,0.663,0.0,0.663,-0.856,0.0,1.52,0.663,0.0,kylil carter,North Carolina A&T
2018,3949979,Kylil Carter,QB,North Carolina A&T,,0.764,1.018,0.193,0.424,0.695,1.257,0.337,1.262,9.931,9.16,0.771,2.122,2.782,5.027,2.361,7.57,kylil carter,North Carolina A&T
2019,3949979,Kylil Carter,QB,North Carolina A&T,,-0.12,-0.197,0.068,0.034,-0.207,-0.202,-0.102,-0.132,-3.719,-4.333,0.613,0.369,-2.071,-2.018,-1.218,-2.501,kylil carter,North Carolina A&T
2014,515301,Kyren Poe,QB,Northern Arizona,,0.03,0.104,-0.524,-0.168,-0.059,0.409,-0.39,0.451,1.026,3.12,-2.094,-1.348,-0.767,4.911,-6.634,7.66,kyren poe,Northern Arizona
2015,515301,Kyren Poe,QB,Northern Arizona,,0.139,0.042,1.59,-0.733,-0.496,1.091,-0.568,0.563,2.226,0.637,1.59,-2.932,-2.481,7.639,-3.408,5.634,kyren poe,Northern Arizona
2022,4678010,Kyron Drones,QB,Baylor,B12,0.897,0.859,0.995,0.995,0.04,0.882,0.797,1.211,26.002,18.044,7.957,8.955,0.319,7.936,17.527,8.475,kyron drones,Baylor
2023,4678010,Kyron Drones,QB,Virginia Tech,ACC,0.253,0.21,0.34,0.182,0.248,0.224,0.213,0.322,111.389,62.707,48.682,32.594,30.969,25.941,59.503,51.886,kyron drones,Virginia Tech
2024,4678010,Kyron Drones,QB,Virginia Tech,ACC,0.261,0.254,0.277,0.212,0.072,0.586,0.243,0.288,82.1,58.534,23.566,25.816,6.795,52.775,46.682,35.418,kyron drones,Virginia Tech
2025,4678010,Kyron Drones,QB,Virginia Tech,ACC,0.189,0.131,0.333,0.016,0.152,0.328,0.099,0.319,81.245,40.234,41.011,2.334,20.206,40.711,25.179,56.066,kyron drones,Virginia Tech
2016,3922153,L.G. Williams,QB,Texas State,SBC,0.349,0.349,,0.247,0.69,-0.185,0.199,0.425,3.143,3.143,0.0,0.247,3.451,-0.555,0.596,2.547,lg williams,Texas State
2024,4876800,LJ Phillips Jr.,QB,Davidson,,0.502,-0.151,0.981,0.122,-0.063,0.227,0.711,0.108,13.062,-1.656,14.718,1.095,-0.442,1.135,12.087,0.975,lj phillips,Davidson
2016,3123790,LaBaron Anthony,QB,Georgia Southern,SBC,-0.512,-1.405,0.023,-1.064,-0.528,-0.13,-0.561,-0.464,-4.1,-4.215,0.115,-2.128,-1.583,-0.389,-2.242,-1.858,labaron anthony,Georgia Southern
2017,3123790,LaBaron Anthony,QB,Georgia Southern,SBC,-0.381,-0.309,-0.645,-0.739,-0.655,-0.426,-0.739,-0.321,-5.333,-3.396,-1.936,-1.479,-3.276,-2.128,-1.479,-3.854,labaron anthony,Georgia Southern
2018,3123790,LaBaron Anthony,QB,Georgia Southern,SBC,2.591,,2.591,,2.591,,,2.591,2.591,0.0,2.591,0.0,2.591,0.0,0.0,2.591,labaron anthony,Georgia Southern
2020,4570422,LaBronz Davis,QB,Bowling Green,MAC,-1.08,-1.08,,,,-1.08,-0.908,-1.252,-2.16,-2.16,0.0,0.0,0.0,-2.16,-0.908,-1.252,labronz davis,Bowling Green
2017,4052628,LaEarl Patterson,QB,Arkansas-Pine Bluff,,-0.419,0.235,-1.073,-1.264,0.519,1.645,-1.197,0.359,-4.187,1.176,-5.363,-5.055,0.519,4.935,-5.983,1.796,laearl patterson,Arkansas-Pine Bluff
2015,537551,LaMontiez Ivy,QB,Jackson State,,-0.033,-0.073,0.312,-0.508,0.66,-0.214,-0.553,0.582,-1.579,-3.137,1.558,-9.147,10.562,-2.995,-14.389,12.81,lamontiez ivy,Jackson State
2016,537551,LaMontiez Ivy,QB,Jackson State,,0.068,0.088,-0.076,-0.626,0.302,0.786,-0.467,0.577,2.777,3.156,-0.379,-9.389,3.927,8.647,-9.337,12.114,lamontiez ivy,Jackson State
2015,3916387,Lamar Jackson,QB,Louisville,ACC,0.274,0.147,0.521,0.109,0.312,0.565,0.16,0.465,112.02,39.662,72.358,19.241,39.626,55.374,40.876,71.143,lamar jackson,Louisville
2016,3916387,Lamar Jackson,QB,Louisville,ACC,0.379,0.311,0.521,0.293,0.237,0.762,0.318,0.5,252.134,139.112,113.021,91.044,48.155,105.921,140.073,112.061,lamar jackson,Louisville
2017,3916387,Lamar Jackson,QB,Louisville,ACC,0.434,0.367,0.579,0.332,0.273,0.792,0.355,0.582,285.084,164.717,120.367,95.044,55.901,114.857,151.844,133.24,lamar jackson,Louisville
