player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_epa,no_screen_first_downs,no_screen_grades_coverage_defense,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_overall_tackle,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_pass_rush_defense,no_screen_grades_run,no_screen_grades_run_defense,no_screen_grades_snap,no_screen_grades_tackle,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_positive_epa_percent,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_epa,npa_first_downs,npa_grades_coverage_defense,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_overall_tackle,npa_grades_pass,npa_grades_pass_route,npa_grades_pass_rush_defense,npa_grades_run,npa_grades_run_defense,npa_grades_snap,npa_grades_tackle,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_positive_epa_percent,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_epa,pa_first_downs,pa_grades_coverage_defense,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_overall_tackle,pa_grades_pass,pa_grades_pass_route,pa_grades_pass_rush_defense,pa_grades_run,pa_grades_run_defense,pa_grades_snap,pa_grades_tackle,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_positive_epa_percent,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_epa,screen_first_downs,screen_grades_coverage_defense,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_overall_tackle,screen_grades_pass,screen_grades_pass_route,screen_grades_pass_rush_defense,screen_grades_run,screen_grades_run_defense,screen_grades_snap,screen_grades_tackle,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_positive_epa_percent,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Peyton Ramsey,40186,QB,INDIANA,12,4.51,0,508,190,70.9,375,404,9.7,2.89,5,15,3.4,62.9,254,163,4.5,463,91.1,12,0.0,147,,,,,71.7,68.9,81.1,,66.4,54.3,,65.7,,,,5,13,503,44.7,17.8,84.2,6.3,29,29,0,19,19,16,3.2,2663,6.6,72.8,320,343,8.7,2.87,3,12,3.2,65.0,223,138,4.3,392,77.2,10,-0.03,123,,,,,70.1,69.2,79.9,,66.0,,,67.1,,,,5,11,428,42.9,17.4,82.2,6.1,24,25,0,15,13,13,3.0,2192,6.4,76.5,98,105,7.8,2.48,2,3,2.7,69.5,73,27,2.7,116,22.8,2,0.01,32,,,,,72.6,66.6,79.2,,67.8,54.3,,53.7,,,,0,2,122,46.6,18.5,98.3,4.3,5,4,0,5,6,3,2.5,684,6.5,0,97.7,43,44,-2.3,1.59,0,0,0.0,95.5,42,2,0.0,45,8.9,0,-0.22,8,,,,,69.5,70.2,75.4,,69.6,,,,,,,0,0,47,33.3,0.0,86.8,0.0,0,0,0,1,0,0,0.0,213,4.8,0.12
Ryan Finley,46426,QB,NC STATE,13,-0.13,0,506,248,72.8,430,449,11.2,2.58,3,29,6.2,65.5,294,114,6.1,469,92.7,19,0.28,188,,,,,63.0,89.6,67.4,,89.3,45.6,,59.2,,,,2,11,488,53.1,11.4,99.6,2.8,13,7,0,14,24,16,3.3,3807,8.5,73.3,360,371,9.4,2.39,2,17,4.4,67.4,250,87,5.3,389,76.9,14,0.18,143,,,,,60.0,80.1,65.0,,79.7,54.3,,60.6,,,,2,9,405,51.2,11.5,94.7,2.6,10,8,0,7,18,14,3.5,2704,7.3,79.0,105,113,12.7,2.82,1,12,10.2,67.3,76,27,8.4,117,23.1,7,0.42,50,,,,,72.6,93.4,79.3,,93.0,51.6,,,,,,0,2,122,54.7,11.1,116.4,2.6,3,0,0,7,7,2,1.6,1220,10.8,0,97.1,35,35,-2.9,1.32,0,0,0.0,91.4,32,0,5.9,37,7.3,2,-0.35,5,,,,,68.9,73.9,74.8,,71.1,,,64.3,,,,0,0,39,37.8,,90.1,0.0,0,1,0,0,1,0,0.0,117,3.3,3.51
Sam Ehlinger,60555,QB,TEXAS,14,9.94,0,499,311,68.7,319,347,12.3,3.17,5,23,6.3,57.6,200,154,8.7,417,83.6,19,0.24,151,,,,73.1,74.6,85.2,51.6,,81.1,77.7,,74.7,,,,5,5,438,47.5,18.8,102.4,7.0,29,40,0,18,25,10,2.3,2854,8.2,71.7,269,289,9.4,2.97,5,11,3.6,61.6,178,115,7.8,343,68.7,15,0.18,116,,,,,73.0,79.6,48.1,,73.4,54.3,,76.6,,,,2,5,360,46.1,20.9,95.6,7.0,24,28,0,13,16,10,2.8,2144,7.4,79.7,128,137,9.3,2.83,0,12,8.5,71.5,98,46,3.9,156,31.3,4,0.25,53,,,,73.1,73.9,89.3,80.6,,88.9,90.1,,56.1,,,,3,0,161,51.3,15.2,118.3,4.5,7,12,0,6,9,0,0.0,1142,8.3,0,97.4,78,79,-2.7,1.72,0,0,0.0,96.2,76,7,0.0,82,16.4,0,0.02,18,,,,,71.2,74.4,77.6,,71.6,82.6,,,,,,0,0,83,48.8,28.6,89.5,2.4,2,0,0,1,0,0,0.0,432,5.5,0.92
Marcus Childers,40476,QB,N ILLINOIS,14,3.21,0,486,254,70.4,321,354,10.1,2.99,6,15,4.0,55.1,195,150,13.7,442,90.9,31,-0.26,118,,,,66.7,49.0,71.2,83.0,,69.0,49.9,,65.4,,,,4,10,464,37.3,28.0,73.2,9.5,42,46,1,22,14,17,3.7,2024,5.7,73.4,308,337,7.9,2.85,4,11,3.1,58.5,197,125,12.8,413,85.0,29,-0.3,104,,,,66.7,53.1,69.1,82.5,,64.6,58.5,,67.4,,,,2,8,431,35.4,28.0,74.2,8.5,35,40,1,22,12,14,3.2,1736,5.2,70.9,55,60,11.7,2.85,2,4,6.1,61.7,37,26,5.1,73,15.0,2,-0.04,22,,,,,47.7,74.6,77.6,,79.9,48.2,,45.5,,,,2,2,80,45.2,26.9,86.5,9.6,7,6,0,1,3,3,3.8,436,7.3,0,92.9,42,43,-3.4,1.45,0,0,0.0,90.7,39,1,0.0,44,9.1,0,-0.26,8,,,,,69.5,64.3,75.4,,63.8,,,,,,,0,0,47,31.8,0.0,88.8,0.0,0,0,0,1,1,0,0.0,148,3.4,2.12
Justice Hansen,46349,QB,ARK STATE,13,-4.38,0,485,113,69.8,315,336,10.9,2.72,7,18,5.1,58.6,197,119,10.5,382,78.8,23,0.13,138,,,,66.7,60.7,78.4,65.6,,79.3,92.8,,60.4,,,,1,9,402,44.0,20.2,102.6,6.3,24,21,3,10,27,13,3.2,2908,8.7,78.8,231,247,6.8,2.37,7,10,3.9,67.2,166,68,8.8,274,56.5,16,0.16,95,,,,66.7,56.0,76.9,61.7,,80.8,87.9,,58.7,,,,1,4,286,43.8,14.7,98.3,3.6,10,16,3,5,12,7,2.4,1825,7.4,72.1,183,191,9.0,2.52,3,8,4.0,62.8,120,54,9.1,211,43.5,12,0.02,66,,,,66.7,75.1,75.9,82.0,,72.1,92.8,,71.4,,,,0,5,221,45.0,25.9,104.9,6.6,14,5,0,5,15,6,2.7,1613,8.4,0,94.9,99,102,-2.2,1.39,3,0,0.0,87.3,89,3,5.3,103,21.2,5,-0.01,23,,,,66.7,72.2,72.8,78.6,,70.3,87.9,,,,,,0,0,105,45.6,0.0,88.3,0.0,0,0,0,0,0,0,0.0,530,5.2,1.06
Woody Barrett,40207,QB,KENT STATE,12,6.2,0,481,201,61.5,278,299,12.7,2.76,10,18,5.4,51.2,153,155,10.5,388,80.7,18,-0.17,102,,,,,48.7,61.1,54.4,,54.6,53.2,,70.6,,,,1,8,427,35.8,27.1,72.9,10.8,42,45,0,10,11,17,4.0,1941,6.5,65.5,258,271,9.2,2.54,6,10,3.4,56.8,154,108,8.9,339,70.5,15,-0.19,82,,,,,51.8,58.1,51.7,,50.8,54.3,,69.4,,,,1,6,367,35.7,27.8,70.5,8.8,30,38,0,6,6,14,3.8,1490,5.5,73.6,110,119,9.3,2.54,5,8,6.1,63.0,75,54,7.4,142,29.5,6,-0.12,39,,,,,59.3,70.3,80.3,,68.3,60.0,,67.8,,,,0,3,156,35.9,22.2,87.7,8.5,12,8,0,4,5,4,2.6,846,7.1,0,87.8,90,91,-1.5,1.63,1,0,0.0,83.5,76,7,3.8,93,19.3,3,-0.19,19,,,,,71.8,65.4,78.2,,65.7,,,57.3,,,,0,1,96,35.5,0.0,80.2,0.0,0,1,0,0,0,1,1.0,395,4.3,1.61
Kellen Mond,60556,QB,TEXAS A&M,13,-0.45,0,481,312,62.6,348,377,12.2,2.97,5,28,6.8,52.5,198,177,9.2,432,89.8,20,0.04,145,,,,,63.6,78.2,43.9,,74.7,,,72.1,,,,5,9,471,43.5,16.4,85.4,6.7,29,25,4,15,22,18,3.8,2719,7.2,67.5,289,311,9.7,2.78,4,21,6.2,56.6,176,133,9.7,352,73.2,19,0.05,122,,,,,60.9,78.9,48.3,,75.0,,,72.5,,,,5,7,385,45.2,15.0,88.7,5.7,20,20,4,9,18,13,3.4,2208,7.1,63.2,106,114,12.0,3.17,1,7,5.9,56.1,64,51,4.5,129,26.8,3,0.05,40,,,,,73.0,67.6,43.5,,67.8,,,60.2,,,,1,2,135,43.4,19.6,92.2,7.8,10,5,0,6,6,5,3.7,905,7.9,0,93.6,47,48,-3.4,2.11,0,0,0.0,87.5,42,7,4.5,49,10.2,2,0.2,17,,,,,69.6,65.5,75.5,,65.0,,,,,,,1,0,49,55.1,14.3,114.8,2.0,1,0,0,0,2,0,0.0,394,8.2,0.84
Jordan Ta'amu,60453,QB,OLE MISS,12,-3.64,0,473,226,67.9,336,361,13.5,2.88,8,25,6.4,57.6,208,125,8.8,413,87.3,20,0.17,150,,,,,59.0,79.6,80.3,,81.8,60.0,,56.7,,,,3,8,442,45.8,22.4,97.7,6.8,28,24,1,13,18,15,3.4,3482,9.6,75.0,228,242,7.8,2.67,6,8,3.1,64.9,157,74,8.2,281,59.4,14,0.04,88,,,,,52.3,68.8,77.5,,71.0,60.0,,56.9,,,,1,4,299,45.6,27.0,91.6,7.1,20,18,1,6,8,6,2.0,1818,7.5,68.9,167,178,15.5,2.7,2,17,8.9,61.2,109,51,5.2,192,40.6,6,0.38,76,,,,,74.7,90.0,81.5,,88.8,,,58.1,,,,2,4,204,51.0,15.7,113.4,4.2,8,6,0,7,11,9,4.4,2094,11.8,0,98.3,59,59,-3.2,1.33,0,0,0.0,98.3,58,0,0.0,60,12.7,0,0.25,14,,,,,70.2,72.5,76.3,,71.9,,,,,,,0,0,61,61.7,,102.7,0.0,0,0,0,0,1,0,0.0,430,7.3,4.25
Marcus McMaryion,29810,QB,FRESNO ST,14,-2.17,0,469,169,74.1,332,356,10.2,2.68,3,18,4.9,63.8,227,121,7.7,389,82.9,19,0.23,145,,,,,75.2,88.8,73.0,,83.5,52.3,,79.3,,,,5,5,404,50.6,9.9,105.6,3.1,12,20,0,16,22,11,2.7,3043,8.5,78.3,276,291,7.2,2.37,3,12,4.0,69.1,201,84,6.9,319,68.0,15,0.2,114,,,,,81.3,87.8,79.9,,82.0,54.3,,79.1,,,,4,3,327,49.2,11.9,104.1,3.1,10,12,0,8,13,7,2.1,2362,8.1,78.1,128,139,9.1,2.69,0,6,4.1,66.9,93,42,7.0,150,32.0,7,0.25,56,,,,,59.0,78.0,50.3,,76.8,60.0,,67.1,,,,1,2,157,56.0,4.8,118.2,1.3,2,8,0,10,12,4,2.5,1255,9.0,0,97.2,72,74,-3.2,1.48,0,0,0.0,90.5,67,5,4.3,80,17.1,3,0.11,25,,,,,71.2,70.2,77.4,,69.5,,,,,,,0,0,80,55.0,0.0,112.5,0.0,0,0,0,2,3,0,0.0,574,7.8,0.91
Charlie Brewer,60344,QB,BAYLOR,13,-4.49,0,468,118,74.0,339,366,11.6,2.98,10,18,4.7,59.3,217,176,13.5,440,94.0,34,0.2,141,,,,66.7,71.6,91.2,80.3,,90.2,76.7,,74.5,,,,2,9,461,45.0,17.6,90.6,7.0,31,42,1,14,18,10,2.2,2892,7.9,75.2,270,286,10.6,2.99,4,14,4.6,62.6,179,146,11.8,352,75.2,24,0.21,111,,,,66.7,69.6,90.2,78.7,,85.0,87.9,,77.5,,,,2,8,373,44.3,19.2,92.3,8.0,28,34,1,9,15,9,2.4,2213,7.7,77.7,94,105,10.4,2.55,6,4,3.7,58.1,61,30,16.4,116,24.8,12,0.05,37,,,,,72.6,86.8,79.2,,90.0,51.6,,48.9,,,,0,1,120,44.8,10.0,91.0,2.6,3,8,0,5,4,1,0.8,800,7.6,0,100.0,25,25,-3.4,1.33,0,0,0.0,92.0,23,0,8.0,28,6.0,2,-0.25,7,,,,,68.3,64.9,74.0,,64.5,,,,,,,0,0,32,35.7,,100.2,0.0,0,0,0,0,1,0,0.0,121,4.8,-0.12
Ty Gangi,27234,QB,NEVADA,12,0.31,0,467,239,62.0,353,365,12.4,2.4,3,22,5.8,54.8,200,123,8.7,389,83.3,19,0.01,125,,,,,51.6,66.1,79.6,,65.8,47.2,,58.1,,,,3,12,406,41.4,10.6,86.9,3.3,13,10,0,6,22,24,5.9,2868,7.9,67.7,303,315,8.7,2.25,4,13,4.0,60.3,190,105,7.3,338,72.4,15,-0.1,96,,,,,48.2,60.3,78.6,,59.6,52.7,,58.1,,,,3,9,350,39.1,11.4,86.6,3.6,12,10,0,5,17,19,5.4,2126,6.7,67.5,123,127,12.3,2.21,1,9,6.7,60.6,77,20,7.2,129,27.6,6,0.3,50,,,,,73.0,78.0,79.7,,77.1,54.3,,,,,,0,4,136,51.2,5.0,97.3,0.8,1,0,0,3,7,6,4.4,1203,9.5,0,94.5,73,77,-2.9,1.44,2,0,0.0,87.0,67,2,2.9,78,16.7,2,0.0,21,,,,,71.2,66.3,77.4,,65.7,,,,,,,0,1,80,47.4,0.0,94.9,0.0,0,0,0,2,2,1,1.3,461,6.0,2.72
Steven Montez,46465,QB,COLORADO,12,1.8,0,464,143,66.0,282,305,12.9,2.96,1,21,6.3,55.7,170,131,8.6,368,79.3,16,0.11,125,,,,,63.0,73.9,79.9,,68.2,56.7,,74.8,,,,0,8,403,42.4,24.4,86.4,8.7,32,31,0,22,16,16,4.0,2292,7.5,71.6,313,326,9.5,2.65,1,19,5.4,64.4,210,107,6.3,381,82.1,14,0.07,120,,,,,63.3,74.8,80.0,,69.3,56.7,,74.7,,,,0,9,410,41.5,24.3,91.8,6.8,26,28,0,12,17,15,3.7,2356,7.2,81.0,63,74,6.0,2.61,1,2,2.5,66.2,49,25,3.9,83,17.9,2,0.01,27,,,,,71.5,67.8,77.9,,66.4,,,63.9,,,,0,0,90,42.2,24.0,94.5,7.2,6,3,0,10,2,1,1.1,501,6.8,0,94.7,94,95,-2.9,1.39,1,0,0.0,93.7,89,1,0.0,96,20.7,0,-0.13,22,,,,,71.8,71.3,78.2,,70.5,,,,,,,0,1,97,38.5,0.0,97.6,0.0,0,0,0,0,3,0,0.0,565,5.9,-0.46
Drew Lock,39517,QB,MISSOURI,13,3.41,0,463,229,70.3,353,378,11.3,2.61,7,33,8.0,59.5,225,99,9.3,402,86.8,23,0.18,156,,,,,40.3,89.8,82.8,,86.5,,,71.7,,,,4,7,434,48.8,11.1,103.2,2.7,11,13,0,14,27,9,2.1,3210,8.5,72.9,240,259,8.4,2.58,8,18,6.6,61.4,159,81,9.1,278,60.0,16,0.03,94,,,,,29.4,81.4,80.7,,77.1,,,73.2,,,,3,8,293,43.2,13.6,89.2,4.0,11,8,0,8,13,9,3.1,1995,7.7,74.3,171,179,10.7,2.35,0,15,7.6,64.8,116,22,8.7,185,40.0,11,0.24,73,,,,,74.6,88.1,81.5,,86.9,,,58.4,,,,1,0,203,54.1,4.5,118.9,0.5,1,5,0,7,15,1,0.5,1499,8.4,0,93.1,58,60,-2.4,1.66,1,0,0.0,83.3,50,4,7.4,61,13.2,4,-0.29,11,,,,,70.3,61.0,76.4,,60.6,,,,,,,0,1,62,39.3,25.0,85.0,1.6,1,0,0,1,1,1,1.6,284,4.7,0.67
Justin Herbert,28237,QB,OREGON,13,6.74,0,460,264,67.4,325,347,12.7,2.99,3,29,7.9,54.2,188,121,14.2,399,86.7,31,0.09,134,,,,,31.3,76.6,81.3,,80.3,,,47.0,,,,2,8,421,43.9,17.4,93.4,5.3,21,30,2,15,25,16,3.8,2648,7.6,69.7,271,285,10.3,2.74,2,21,7.0,57.2,163,83,13.8,326,70.9,26,0.06,98,,,,,28.2,70.1,80.1,,73.6,,,47.3,,,,1,6,344,42.3,19.3,90.3,4.9,16,23,2,9,16,15,4.4,2097,7.4,76.6,111,122,10.4,2.94,1,8,6.3,63.9,78,41,8.2,134,29.1,7,0.25,53,,,,,73.1,84.4,79.7,,85.1,,,54.9,,,,1,2,139,47.8,12.2,119.9,3.7,5,7,0,9,13,2,1.4,1050,8.6,0,96.5,57,60,-3.2,1.59,0,0,0.0,88.3,53,3,3.6,61,13.3,2,0.26,17,,,,,70.3,66.9,76.4,,66.4,,,,,,,0,0,62,44.3,0.0,123.5,0.0,0,0,0,3,4,1,1.6,499,8.3,1.25
Manny Wilkins,46604,QB,ARIZONA ST,13,-4.1,0,450,110,65.3,288,309,13.6,2.97,5,20,6.1,55.7,172,120,8.5,364,80.9,16,0.16,117,,,,,45.1,72.9,81.4,,70.8,,,64.7,,,,6,6,383,46.4,15.0,91.6,4.9,18,37,1,9,17,17,4.4,2442,7.9,73.0,237,247,8.9,2.66,2,13,5.0,64.4,159,85,8.1,285,63.3,14,0.18,93,,,,,46.5,75.0,80.0,,72.5,,,66.1,,,,6,4,299,48.1,15.3,93.6,4.6,13,23,1,1,10,12,4.0,1845,7.5,70.1,134,146,11.8,2.76,4,7,4.5,60.3,88,43,6.4,165,36.7,6,0.15,52,,,,,60.8,66.7,80.8,,67.1,,,57.4,,,,0,2,174,43.6,11.6,103.0,3.0,5,14,0,8,10,5,2.9,1177,8.1,0,95.2,83,84,-2.7,1.55,1,0,0.0,89.3,75,8,5.1,86,19.1,4,0.21,28,,,,,71.5,71.3,77.9,,70.5,,,,,,,0,0,90,46.5,0.0,107.3,0.0,0,0,0,0,3,0,0.0,580,6.9,0.59
K.J. Costello,40268,QB,STANFORD,13,0.62,0,450,300,72.6,358,385,11.6,2.65,9,28,6.7,63.6,245,121,5.8,418,92.9,15,0.22,154,,,,,59.5,83.6,80.4,,82.4,,,58.5,,,,7,10,449,49.3,19.0,104.9,5.5,23,10,3,8,28,16,3.6,3356,8.7,73.0,348,370,10.4,2.56,9,27,6.8,64.6,239,107,5.9,401,89.1,15,0.2,141,,,,,58.8,80.5,80.1,,79.5,,,57.5,,,,6,10,431,49.1,19.6,102.3,5.2,21,9,3,4,25,14,3.2,3116,8.4,77.5,40,46,10.9,2.9,1,1,2.0,65.2,30,16,3.2,49,10.9,1,0.25,20,,,,,69.8,82.6,75.8,,81.0,,,61.7,,,,1,1,53,49.0,12.5,114.8,4.1,2,1,0,4,4,2,3.8,424,9.2,0,83.3,30,31,-2.8,1.98,1,0,0.0,77.4,24,2,4.0,32,7.1,1,-0.03,7,,,,,68.6,61.0,74.3,,60.6,,,,,,,0,1,35,46.9,0.0,88.6,0.0,0,0,0,0,1,0,0.0,184,5.9,0.8
Jake Browning,46401,QB,WASHINGTON,14,-1.28,0,449,340,69.5,305,329,11.1,3.31,6,16,4.6,59.9,197,153,7.1,384,85.5,15,0.16,151,,,,,63.3,76.0,82.6,,75.0,44.0,,64.2,,,,2,10,411,47.1,11.1,90.8,4.4,17,38,0,16,16,19,4.6,2787,8.5,73.8,256,273,8.2,3.1,5,10,3.4,64.8,177,118,6.3,319,71.0,12,0.14,117,,,,,60.7,73.6,72.9,,72.2,51.9,,65.0,,,,2,8,343,47.3,11.0,90.8,4.1,13,32,0,10,11,16,4.7,2192,8.0,74.3,109,118,9.7,3.03,2,6,4.9,63.6,75,41,7.4,130,29.0,6,0.13,49,,,,,73.0,71.4,79.7,,72.1,46.3,,57.4,,,,0,2,136,46.2,12.2,97.4,3.8,5,6,0,7,5,4,2.9,999,8.5,0,96.7,60,62,-3.8,1.69,1,0,0.0,88.7,55,6,5.2,65,14.5,3,0.03,15,,,,,70.6,59.6,21.1,,60.8,,,,,,,0,0,68,46.2,16.7,93.8,1.5,1,0,0,1,0,1,1.5,404,6.5,0.44
Tyree Jackson,46481,QB,BUFFALO,14,-3.96,0,448,126,60.4,346,364,15.7,2.84,10,29,7.2,51.1,186,111,11.0,403,90.0,23,0.16,133,,,,,54.1,68.2,82.8,,63.9,54.3,,72.2,,,,0,12,440,42.4,14.4,87.9,4.0,16,23,0,8,26,21,4.8,2893,7.9,63.5,299,312,14.1,2.76,8,23,6.6,56.1,175,88,7.9,348,77.7,15,0.17,118,,,,,58.3,69.0,82.0,,64.4,54.3,,72.5,,,,0,10,383,43.1,13.6,88.1,3.4,12,21,0,5,18,17,4.4,2499,8.0,67.0,88,94,12.6,2.49,2,6,6.1,52.1,49,24,16.9,100,22.3,10,0.01,26,,,,,52.5,63.3,78.5,,62.8,,,60.6,,,,0,2,104,40.0,16.7,100.0,4.0,4,2,0,4,10,4,3.8,630,6.7,0,97.6,41,42,-2.6,1.47,0,0,0.0,90.5,38,1,5.0,45,10.0,2,-0.05,11,,,,,69.4,66.6,75.4,,66.1,,,,,,,0,0,47,42.2,0.0,106.0,0.0,0,0,0,1,2,0,0.0,236,5.6,-1.31
Eric Dungey,46458,QB,SYRACUSE,13,-0.51,0,448,304,62.7,252,282,12.8,2.9,4,22,6.9,52.8,149,130,5.7,355,79.2,9,0.13,117,,,,,63.4,72.7,64.6,,67.4,52.7,,71.3,,,,3,9,396,45.9,18.5,89.7,6.8,24,48,0,23,18,15,3.8,2407,8.5,70.7,276,306,9.1,2.57,5,22,6.5,61.1,187,110,4.1,368,82.1,8,0.15,112,,,,,74.9,80.9,64.9,,77.3,55.6,,72.3,,,,3,5,404,45.1,17.3,91.7,5.2,19,42,0,22,12,7,1.7,2380,7.8,65.1,63,66,8.8,2.57,1,0,0.0,60.6,40,31,2.4,80,17.9,1,-0.04,27,,,,,29.5,38.3,77.8,,35.2,55.9,,66.0,,,,0,4,87,50.0,19.4,89.0,7.5,6,8,0,2,6,8,9.2,496,7.5,0,89.7,87,90,-1.7,1.32,2,0,0.0,86.7,78,11,0.0,93,20.8,0,0.04,22,,,,,71.7,70.7,78.2,,66.4,60.0,,77.5,,,,0,0,95,46.2,9.1,88.4,1.1,1,2,0,1,0,0,0.0,469,5.2,-0.26
Kyle Shurmur,29110,QB,VANDERBILT,13,-0.77,0,446,333,68.9,338,363,10.9,2.75,5,12,3.1,58.1,211,136,9.4,395,88.6,22,-0.02,129,,,,,43.4,69.5,47.0,,69.9,,,55.4,,,,10,6,417,43.3,13.2,93.5,4.6,18,13,3,7,21,18,4.3,2662,7.3,72.2,284,306,7.9,2.49,5,10,3.1,62.1,190,102,7.3,332,74.4,15,-0.04,100,,,,,46.0,65.8,43.4,,66.0,,,57.7,,,,8,4,348,41.6,15.7,94.2,4.8,16,9,3,6,15,14,4.0,2163,7.1,71.6,102,106,12.7,3.0,0,2,1.8,61.3,65,36,11.0,114,25.6,8,0.16,49,,,,,54.9,75.8,79.1,,76.1,,,53.6,,,,2,2,120,52.6,8.3,111.8,2.6,3,4,0,2,9,4,3.3,971,9.2,0,93.8,48,49,-3.3,1.61,0,0,0.0,89.8,44,2,2.2,51,11.4,1,0.23,20,,,,,69.7,68.4,75.7,,67.8,,,,,,,0,0,51,52.9,50.0,127.2,2.0,1,0,0,1,3,0,0.0,472,9.6,2.09
Deondre Francois,46585,QB,FLORIDA ST,11,5.43,0,445,167,58.7,298,321,13.5,2.54,4,24,6.9,48.0,154,159,12.0,366,82.2,21,-0.17,99,,,,,81.2,69.1,70.8,,66.3,43.5,,67.7,,,,9,10,393,33.6,20.8,73.5,9.0,33,12,2,8,14,20,5.1,2300,7.2,65.7,300,322,9.7,2.26,5,14,4.1,55.9,180,128,8.6,361,81.1,17,-0.18,93,,,,,81.2,61.1,70.5,,57.8,47.2,,66.7,,,,8,10,383,33.2,19.5,70.5,6.9,25,11,2,7,8,17,4.4,2050,6.4,69.9,73,75,12.0,2.6,0,10,12.3,61.3,46,36,9.8,84,18.9,5,-0.15,26,,,,,71.5,91.8,78.0,,91.4,51.6,,64.3,,,,1,2,90,38.1,22.2,110.2,9.5,8,1,0,1,7,3,3.3,666,8.9,0,97.3,75,76,-3.0,1.34,1,0,0.0,94.7,72,5,1.4,79,17.8,1,-0.23,20,,,,,71.2,74.2,77.5,,73.8,57.6,,,,,,0,2,80,36.7,0.0,82.9,0.0,0,0,0,0,1,0,0.0,416,5.5,2.51
